R0,rho,i0,n_sloppy,a_hi,a_lo,nll,rho_pass1,mean_count,drs_var,drs_geo,margin,margin_sd,margin_snr,drs_var_control,drs_geo_control,region,season,n_decades
1.15,51.46097606488326,2.4717646002692444e-05,3,1,0,41.74430360052706,65.14331192899486,1295.6666666666667,0.4727296248695241,0.006338092692688721,0.0015521273492853718,0.0003315019091214936,4.6821068192295865,0.038823330877049124,0.000918507153353527,nc,2018-2019,1.0
1.15,37.47409664141436,3.5318153222936546e-05,3,1,0,41.93627203114215,63.33246597530716,1327.1666666666667,0.4762225071204937,0.006482822335731026,0.0013852600874453991,0.0004640034532562168,2.9854521075740275,0.05235871260317431,0.0013364967689019033,nc,2019-2020,1.0
1.15,110.96180473205358,7.3394461039698346e-06,3,1,0,40.12685590794029,138.21374879614007,799.6666666666666,0.4763155617843142,0.006499973107053691,0.001844575403982009,9.698264504675356e-05,19.019644216681996,0.04954659599148026,0.0012217029997634373,nc,2020-2021,1.0
1.15,35.014989022700746,3.427766902076069e-05,3,1,0,42.09239936496724,44.962432686037936,1184.5,0.47627006312406106,0.006486649173979183,0.001402102368759695,0.0004507164261607988,3.110830418812997,0.051974359421232796,0.0013223246438982149,nc,2021-2022,1.0
1.4273984154575334,200.4022552729922,6.7942421896237e-06,3,2,1,49.716730191954674,200.40237269363686,5045.0,0.3350765317089923,0.0016533799868769605,0.0017951579813744404,0.0010158017398293076,1.7672326311196254,0.3419878547680826,0.04694976051032667,nc,2022-2023,1.0
1.1500000011397964,1047.84004350196,1.5019576852187224e-06,3,1,0,43.87432502202327,1047.839845324231,1867.0,0.45041888808714514,0.005309020934924567,0.0019329823369461988,2.680205549888186e-05,72.12067511116227,0.23891092824617913,0.011248725200193774,nc,2023-2024,1.0
1.1500000011262674,55.57775064072264,3.0268979191036376e-05,3,1,0,43.26498672151177,55.577762865125244,1700.0,0.47637770881316494,0.006480175985125699,0.0014678209564504394,0.0003981633386137475,3.6864794271638135,0.051440014475199886,0.0013018920180575765,nc,2024-2025,1.0
1.15,30.4841193221712,5.000000000000004e-05,3,1,0,42.99026626783314,33.47251054706416,1517.5,0.476122723212343,0.0064780026036030175,0.0011453672047811434,0.000655007324303112,1.7486326675808466,0.0539766748023545,0.0014002548839764616,ny,2015-2016,1.0
1.1500000010632692,573.2886114705901,3.230016053932297e-06,3,1,0,43.90990653063777,573.2888572408178,1862.1666666666667,0.47660602708368216,0.0064814715705162835,0.001912281236660417,4.268903370311377e-05,44.79560839815716,0.04863371679892278,0.0011882228780847948,ny,2016-2017,1.0
1.15,53.122947600563606,3.394704031404165e-05,3,1,0,43.839874976984056,80.33038116248389,1808.6666666666667,0.47638828133569117,0.00647924131264679,0.0014074835545340916,0.00044633749497412586,3.15340649258177,0.051679556618415896,0.0013121690573104738,ny,2017-2018,1.0
1.15,90.76366288416747,3.1952796473223734e-05,3,1,0,46.89244218712443,180.30009895056148,2883.0,0.47641726349728497,0.006472134317729941,0.0014403319359598227,0.00041994749368375674,3.429790527680755,0.05163399645726494,0.0013099460439565602,ny,2018-2019,1.0
1.1500000011316063,52.93410787558267,4.495653622175832e-05,3,1,0,45.35415912158652,52.934100054997224,2403.1666666666665,0.4762580311572719,0.0064721749563310645,0.0012276865177636748,0.0005893826119060297,2.083004304781586,0.05321959091897383,0.0013717109341775762,ny,2019-2020,1.0
1.15,37.775519338100175,2.9641360062305332e-05,3,1,0,41.78371568891674,45.89742933029386,1101.8333333333333,0.476227656860842,0.006487501008393953,0.0014782169513764152,0.0003898992989367057,3.791278813292715,0.05179831468962499,0.0013137800937438977,ny,2020-2021,1.0
1.1500000011331677,58.48813978741178,4.894353738448192e-05,3,1,0,47.78386344043601,58.48791289986803,2803.0,0.47636675244363,0.0064723873572703,0.001162120898871279,0.0006418035355143008,1.8107112762163717,0.05304279339629518,0.0013673801671589346,ny,2021-2022,1.0
1.2269183025455213,1151.4939105658198,2.609233520360842e-06,2,1,0,53.19053158866074,1151.4939105658198,9055.0,0.24696721332778884,0.0008699454540941903,0.0014377295720044859,0.0005120755585800227,2.8076512302037746,0.01971744172635208,0.0006096557000275612,ny,2022-2023,1.0
1.15,562.1377455445335,1.2018072712059136e-05,3,1,0,51.90673761642082,690.1066088702539,6728.333333333333,0.4766887253403719,0.006469739867036218,0.0017675507737819668,0.00015854094809569636,11.148859616476253,0.049226449198459254,0.001214922674740805,ny,2023-2024,1.0
1.15,474.8290684385002,1.4591276555714952e-05,3,1,0,52.24870418486161,565.2437823860705,6868.5,0.4766537897559791,0.006468990136248886,0.0017252425738267384,0.00019237019670083054,8.968346466421687,0.04956316449009683,0.0012282672878224982,ny,2024-2025,1.0
1.1500000011401488,119.24206723028495,1.018924664011647e-06,3,1,0,28.125170974724064,119.24196199241852,126.33333333333333,0.4637602145730049,0.006266489401009431,0.0019479195959645563,1.4294694040670062e-05,136.26871554036057,0.021246643279615098,0.0003999407515176723,oh,2015-2016,1.0
1.15,5.621746242376534,2.4083966399851907e-05,3,1,0,28.602232944605277,6.976114433966091,135.5,0.4741068798458332,0.006663996685672454,0.0015692971921533881,0.0003188764509119415,4.921332972897247,0.05556519828558459,0.0014357071061591247,oh,2016-2017,1.0
1.15,13.495644847845243,7.94138274628667e-06,3,1,0,28.622355389541983,21.00883694752852,143.33333333333334,0.37431859001554385,0.0032363093200225854,0.0017500184071197276,0.00018391153832892195,9.515544391727376,0.30323272701082554,0.12552855108661545,oh,2017-2018,1.0
1.15,15.695015592007858,9.181995893828523e-06,3,1,0,29.09963598339771,24.853090100807773,145.83333333333334,0.47420806579251723,0.006645886241264876,0.0018139624139376937,0.00012210080824599003,14.856268684832942,0.052359240277581515,0.0013190720403788061,oh,2018-2019,1.0
1.15,17.30877133408302,8.30557048582613e-06,3,1,0,29.256859089445225,19.849922151073567,155.66666666666666,0.4480941635688668,0.005609064156639895,0.0018107311313420365,0.0001264952017713199,14.314623052781922,0.00945986330014785,0.0001745896319611588,oh,2019-2020,1.0
1.15,2.7449334390877924,4.483437444784398e-05,3,1,0,28.021897246650575,6.090174296640514,124.33333333333333,0.4736995275465661,0.0066807431065390496,0.0012295180327078197,0.000591719533980492,2.077872982216529,0.05845586506106527,0.001548417875688987,oh,2020-2021,1.0
1.15,98.60263483531115,1.3125444066569295e-05,3,1,0,42.36751989266116,126.69307257486666,1281.8333333333333,0.4764247332731127,0.006486464775751574,0.0017493563723418384,0.000173173965787662,10.101728423121171,0.049881045935489525,0.0012376114402579193,oh,2021-2022,1.0
1.1768849244808797,168.27530969815234,5.008975102441714e-06,3,1,0,43.974099135287375,168.27560546445196,1969.5,0.31070449428349783,0.0017538036422621622,0.0015181644243103583,0.00041761703490403513,3.635302914928314,0.48522171621854626,0.06589304979205661,oh,2022-2023,1.0
1.15,38.08170743826646,2.1586587712820135e-05,3,1,0,39.11937802572997,70.61577463453686,824.3333333333334,0.47617939601696874,0.006497472193977965,0.0016103342573532287,0.00028444980563538516,5.661224671102062,0.051143677194413796,0.001286065283749524,oh,2023-2024,1.0
1.150000001118735,117.22031202809664,8.922008190787035e-06,3,1,0,40.720365698728926,117.22035731598065,1073.5,0.46913363863871155,0.0061958157585800125,0.0018134607076439378,0.00012236410356935735,14.820201797302817,0.026265586743665296,0.0005428661882323398,oh,2024-2025,1.0
1.15,60.38783171285267,3.8110562965969982e-06,3,1,0,31.720893037536676,81.43142982596635,229.5,0.47525755608166137,0.0065855182485426485,0.0019027046048299807,5.0522571242412986e-05,37.66048635372475,0.05129284270410477,0.0012763413721133625,pa,2015-2016,1.0
1.15,38.00145251107008,3.995703020850233e-06,3,1,0,29.172392136384257,52.05847957292542,153.0,0.47452498812007476,0.006645294616798866,0.001899662750726295,5.3061967997654275e-05,35.80083480526531,0.05282886587474769,0.0013277298889813273,pa,2016-2017,1.0
1.15,44.03483095200464,1.4049907738539036e-05,3,1,0,37.59917749849208,66.61095484064272,619.5,0.4761380329114744,0.006510338452973695,0.0017341179004186844,0.00018552109653059118,9.347281429703818,0.05042571103704968,0.0012559098565033805,pa,2017-2018,1.0
1.15,34.950501361128616,1.8311482000861046e-05,3,1,0,37.663993602776834,37.02289005685896,640.6666666666666,0.4760896980769151,0.00650760701674483,0.0016641083317589763,0.00024152599350437775,6.889976137201206,0.05099503766281324,0.0012785198863413591,pa,2018-2019,1.0
1.15,232.388147550467,2.6441947592961093e-06,3,1,0,37.400460818656356,281.69575050901267,620.5,0.4762105403374015,0.006511567778982822,0.0019219385534963896,3.49819690552356e-05,54.940833961110066,0.049330666385626436,0.0012105834389767821,pa,2019-2020,1.0
