W,phi,n_samples,frac_post_in_box,rho_true,i0_true,best_true,best_plug,best_true_control,best_plug_control,ppf,ppf_control,er_rel,regret_true,drs,drs_avg_pairs,drs_var,drs_control,drs_control_avg_pairs,drs_control_var,n_sloppy,lambda_max,gamma,cos_g_ridge,cos_g_ridge_control,g_norm,drs_control_over_drs,grad_check_relerr,entropy_u,relsd_max,relsd_max_u,pred_rmse,pred_rrmse,pred_cov90,pred_cov90_meanonly,cov90_param,marginal_pair,theta_hat_R0,theta_sd_R0,u_hat_R0,u_sd_R0,relsd_R0,z_R0,theta_hat_sigma,theta_sd_sigma,u_hat_sigma,u_sd_sigma,relsd_sigma,z_sigma,theta_hat_gamma,theta_sd_gamma,u_hat_gamma,u_sd_gamma,relsd_gamma,z_gamma,theta_hat_omega,theta_sd_omega,u_hat_omega,u_sd_omega,relsd_omega,z_omega,theta_hat_rho,theta_sd_rho,u_hat_rho,u_sd_rho,relsd_rho,z_rho,theta_hat_i0,theta_sd_i0,u_hat_i0,u_sd_i0,relsd_i0,z_i0,drs_pair_01,drs_pair_02,drs_pair_12,drs_control_pair_01,drs_control_pair_02,drs_control_pair_12,drs_1em1,drs_control_1em1,n_sloppy_1em1,drs_1em2,drs_control_1em2,n_sloppy_1em2,drs_1em3,drs_control_1em3,n_sloppy_1em3,drs_1em4,drs_control_1em4,n_sloppy_1em4,drs_1em5,drs_control_1em5,n_sloppy_1em5,drs_1em6,drs_control_1em6,n_sloppy_1em6,drs_1em8,drs_control_1em8,n_sloppy_1em8,rho_level,phi_train,cell_id
10,50.0,2000,0.0,0.05000000000000001,7.472578056782092e-06,2,2,2,2,0.0045,0.0,4.263518851817398e-09,0.0,0.04437879447386495,0.034447592914374076,0.6995835843697843,0.024644179842290444,0.07140949530658615,0.9592453541397549,5,769.8354666553751,0.01,0.06615144492956156,9.471359642579741e-05,0.00026316188411835604,0.5553143147411003,nan,9.220548846205794,44.4595321165291,18.9223975925277,4627.881564648745,5784.85195581093,1.0,1.0,1.0,12,1.092818274960489,0.2036671472333125,0.08875993275503646,0.1749592965566927,0.18346137203350316,0.3456939633093716,22.947168608966262,12472236192.936747,3.1331945567372506,4.619367855340438,25.31911851943925,-0.3885842793779359,1.141575388372123,14717.154556863234,0.1324092280589229,2.505500058250614,35.130941559957584,0.11764958101670997,0.02396265167303325,5633627476.242167,-3.7312588410306877,5.214320245381776,44.4595321165291,0.06523155977063587,0.1546221525465872,11.238083000055404,-1.8667708636591787,2.074398117835773,6.807095519006262,-0.5442356509042062,3.4902353094299977e-06,7.404408623178419e-05,-12.565541400117384,1.95678710984069,3.8823793584360717,0.38904124997479383,0.028508420799760716,0.030455563469496547,0.04437879447386495,0.14990676325780167,0.03967754281966632,0.024644179842290444,0.04437879447386495,0.024644179842290444,5,0.04437879447386495,0.024644179842290444,5,0.041436672538333476,0.0007678712693034995,4,0.04017143210331032,0.0006151622034006738,2,0.04017143210331032,0.0006151622034006738,2,0.04017143210331032,0.0006151622034006738,2,0.04017143210331032,0.0006151622034006738,2,0.05000000000000001,10.0,29
6,2.0,2000,0.0,0.05000000000000001,2.1919205418674697e-06,2,2,2,2,0.077,0.0,6.94254484215031e-08,0.0,0.049333523248339284,0.04135335553831073,0.7203429792694739,0.021070803989026644,0.014018098376912784,0.33923390611846826,4,148.78537442859687,0.01,0.0862205319550062,9.427384818322413e-06,2.3806182088274287e-05,0.4271092474575278,nan,11.834313914251167,44.71017448365252,15.105695258229835,4860.089644168428,14580.268932505285,1.0,1.0,1.0,12,0.9800215850836762,0.33460559016131824,-0.02018068196449138,0.3048432318588618,0.32549297795539567,0.957749553145773,30.714514832886145,1.6846090231830942e+23,3.424735338719889,6.507788540967188,44.71017448365252,-0.3720942397636971,2.4115777435040475,392356574951.55536,0.8802811986570582,4.807469850915241,25.8495782394094,-0.18085905254204424,0.07515031422662743,12514428012209.514,-2.588264981466181,6.434968120246139,37.937234359652585,-0.35897044569696773,0.1958965389424889,19.335627959499643,-1.6301686216584186,2.522141212160105,6.106995968488744,-0.5414302915759527,1.0363266082168386e-06,0.010824798478149447,-13.779828204914065,2.8263714059093856,27.62403480394573,0.2650379793201557,0.03654523040374189,0.038181312962851,0.049333523248339284,0.006985180621043116,0.013998310520668588,0.021070803989026644,0.05921501701934002,0.053068623696552984,5,0.049333523248339284,0.021070803989026644,4,0.049333523248339284,0.021070803989026644,4,0.04738404317779387,0.01752755096532476,2,0.031905156409778625,0.01519724876013143,1,0.031905156409778625,0.01519724876013143,1,0.031905156409778625,0.01519724876013143,1,0.05000000000000001,10.0,30
10,2.0,2000,0.0,0.05000000000000001,2.1919205418674697e-06,2,2,2,2,0.019,0.0,1.3050849862610515e-08,0.0,0.018594983799947843,0.010353630044629365,0.5771249536958397,0.011410578746755445,0.08670742718742928,0.9040783410689629,5,3718.70827531135,0.01,0.028441493560993274,0.0008919710669896952,0.0002662203135970856,0.6136374664003446,nan,9.866326338696709,44.65798565421853,2.343155489485286,5.458139942261948e+99,1.8193799807539827e+100,1.0,1.0,1.0,12,1.1509091582287119,0.28913593078201094,0.1405522024102196,0.22540876001590507,0.2446351114309833,0.5821893732451545,25.575836017045795,2085665185631.2976,3.241648000141967,4.3357019150235745,44.65798565421853,-0.516277026185734,2.9900611900891434,811.1622616809121,1.0952938521059485,2.566443802161538,7.251643851383252,-0.4225641313074827,0.007175120054534765,1361248308.2094426,-4.937135785137096,6.420588017818267,30.54447154691174,0.00605979224837432,0.12711896543694182,12.048381199063572,-2.062631895262708,2.363400555857843,5.5059415771185565,-0.394812625383595,3.990716656684464e-07,2.8679294747756503e-05,-14.734124822980942,2.16722887798726,7.515147974649355,0.7859771534049214,0.0062035294033356315,0.006262376930604623,0.018594983799947843,0.13242371728896707,0.11628798552656532,0.011410578746755445,0.018594983799947843,0.011410578746755445,5,0.018594983799947843,0.011410578746755445,5,0.018594983799947843,0.011410578746755445,5,0.01812614524764891,0.005994952325683297,4,0.01811902277151703,0.005982234030074696,3,0.01811902277151703,0.005982234030074696,3,0.01811902277151703,0.005982234030074696,3,0.05000000000000001,10.0,31
6,10.0,2000,0.0,0.05000000000000001,2.1919205418674697e-06,2,2,2,2,0.0805,0.0,6.937162741177561e-09,0.0,0.046059675042961525,0.041966587504293745,0.5818329120199558,0.029870029305961544,0.02343072900837038,0.5295593834996202,5,254.38047566395062,0.01,0.06329675675405337,2.20177757918167e-05,3.375484862152028e-05,0.6485071654999885,nan,11.820324402924692,44.704577739421005,8.501000481335877,5.6861219142517755e+57,3.4116731485510657e+58,1.0,1.0,1.0,12,1.039131337034419,0.3771328866573248,0.03838511128373917,0.3263118494991979,0.34380440022926545,0.7152595782295713,31.73745434867921,326471004774358.4,3.4574975086265867,6.104727077724423,30.909945537948303,-0.4020282591430163,3.0292069845756275,27971307115.87967,1.108300864004122,4.748037769783432,21.106125047244273,-0.23114687812563378,0.05272429886554288,22516208669040.598,-2.94267885065654,6.13428794485079,44.704577739421005,-0.31878997571701745,0.15654371924727387,15.83212363550752,-1.854419951801998,2.685560230583234,5.2252906045692,-0.42498109286647034,6.183651084975632e-07,0.00048212874508694507,-14.296186763487562,2.8632750127870614,10.537565463926336,0.44196045407884776,0.03983914547336565,0.04000094199655406,0.046059675042961525,0.019012812090836256,0.021409345628313342,0.029870029305961544,0.046059675042961525,0.029870029305961544,5,0.046059675042961525,0.029870029305961544,5,0.041436095500026714,0.013358504697582131,4,0.03800671460261474,0.012624068885075956,2,0.03800671460261474,0.012624068885075956,2,0.03800671460261474,0.012624068885075956,2,0.03800671460261474,0.012624068885075956,2,0.05000000000000001,10.0,32
10,10.0,2000,0.0,0.05000000000000001,2.1919205418674697e-06,2,2,2,2,0.013,0.0,3.262417453684556e-08,0.0,0.024158714083640214,0.015104161432674618,0.5817303360113976,0.015928529216815066,0.3564227542325902,0.9174562379883704,5,2538.340739363318,0.01,0.026285574180538247,0.002470976498350173,0.00046041505554251936,0.6593285206186342,nan,9.780384245980576,42.61712100368207,2.183152402503253,19772780838705.914,39545561677411.83,1.0,1.0,1.0,12,1.1553227077993524,0.2728355369197524,0.14437970564073238,0.21397236066478462,0.2305874787042413,0.5954184039998879,27.53624394081365,445850795064.55707,3.3155030984077776,4.367610182241996,36.65590973718199,-0.5294150102459527,3.1794168756712824,5939.3527437019375,1.1566978075468914,2.5252475975162416,25.769393382888932,-0.45377374178194274,0.006197050198611488,1147529951602.3623,-5.083681874565153,7.729704862819236,42.61712100368207,0.023992315647197553,0.13258087902775864,15.754434538429276,-2.0205624120222283,2.430203092073738,5.8743495939837835,-0.40127093275139886,5.555274921979252e-07,7.913264822644405e-05,-14.403347738186005,2.2617528174826447,10.171560991052274,0.6068812157069255,0.010553698690260911,0.010600071524122736,0.024158714083640214,0.5648484158559725,0.4884913176249831,0.015928529216815066,0.024158714083640214,0.015928529216815066,5,0.024158714083640214,0.015928529216815066,5,0.023498812495454238,0.006380726881922504,4,0.023498812495454238,0.006380726881922504,4,0.023494927745428548,0.00629259367403084,3,0.023494927745428548,0.00629259367403084,3,0.023494927745428548,0.00629259367403084,3,0.05000000000000001,10.0,33
6,50.0,2000,0.0,0.05000000000000001,2.1919205418674697e-06,2,2,2,2,0.028,0.0,9.164703307314337e-08,0.0,0.020342381940023257,0.014162979911165807,0.32451595682750556,0.020156193999468407,0.013168666087998049,0.3348607324471502,5,1179.430105131194,0.01,0.013300650327194206,0.01429669229478586,0.037214853295845916,0.9908472891176756,nan,10.604465103148225,39.21256716736344,2.195357087351329,2276.8894346102616,6830.668303830785,1.0,1.0,1.0,12,1.2679750763676398,0.39462377106010593,0.2374211999603724,0.2806889110266379,0.2988522273234546,0.12241875548910959,21.290285822492642,676961955068.8175,3.0582509040145496,4.048129050602505,33.718278861466686,-0.5076483899847227,3.5933053030196107,82465711.77704062,1.2790724761384231,2.8080208257265005,39.21256716736344,-0.45165823138587585,0.026176958040318634,573234281.9888182,-3.6428757192805143,6.0081768035188095,30.74732424542474,-0.20894069489116554,0.10258936814498998,35.552617190864424,-2.277020975932675,2.8652916720400174,7.583104726327713,-0.25083355549266334,4.5357384986974274e-07,0.001828410612470353,-14.606107736393685,2.9591129651420784,26.44925725546702,0.5323809250501094,0.011056336572639209,0.011090221220834948,0.020342381940023257,0.009660006500071223,0.009689797764454515,0.020156193999468407,0.020342381940023257,0.020156193999468407,5,0.020342381940023257,0.020156193999468407,5,0.014865927857493176,0.014813797858292134,4,0.014865927857493176,0.014813797858292134,4,0.01456590051642028,0.014524425981060577,2,0.01456590051642028,0.014524425981060577,2,0.01456590051642028,0.014524425981060577,2,0.05000000000000001,10.0,34
10,50.0,2000,0.0,0.05000000000000001,2.1919205418674697e-06,2,2,2,2,0.0145,0.0005,0.013790869777918234,0.0,0.020311313001817613,0.011545813077923057,0.5914088321718562,0.012549845294843244,0.09851489629616021,0.9145478506283469,5,3815.490469229907,0.01,0.028238555360887662,0.0011192387706177478,0.0003492153936879422,0.6178746442300499,nan,9.816897961971755,36.69877626063018,2.28495878273653,inf,inf,1.0,1.0,1.0,12,1.1536927348305321,0.27514125792799987,0.1429678716534184,0.21467100462625677,0.23280463457774003,0.6000573561329151,28.667877552235073,29432628096.565495,3.355777246887553,4.371710954840606,35.39457014302791,-0.5381308513219223,2.8921440069583837,426.6049687843342,1.061998097993992,2.426621881260862,7.206643736402653,-0.4331912399766677,0.008435609747981063,164639504.24370575,-4.77529327775084,6.921943840131309,30.61908334021113,-0.017760195795455104,0.13723038883953814,666.8754805953467,-1.986094095216756,2.4461054790216177,36.69877626063018,-0.4127533285036692,4.953682744810053e-07,2.241441721295792e-05,-14.517964362149716,2.268810272175811,4.842757207383589,0.6555118079749667,0.007129449969064323,0.007196676262887235,0.020311313001817613,0.15125239366519475,0.13174244992844258,0.012549845294843244,0.020311313001817613,0.012549845294843244,5,0.020311313001817613,0.012549845294843244,5,0.019810826092614867,0.006223514246416593,4,0.019810826092614867,0.006223514246416593,4,0.019802812282867215,0.006211124994901995,3,0.019802812282867215,0.006211124994901995,3,0.019802812282867215,0.006211124994901995,3,0.05000000000000001,10.0,35
6,2.0,2000,0.0,0.05000000000000001,3.1308187311581914e-05,2,2,2,2,0.0015,0.0005,0.016186293282821715,0.0,0.041978394539901376,0.03252717309222229,0.6115428164216699,0.024689965477438524,0.08601739860766898,0.9432222248022456,5,1734.9455473399835,0.01,0.037983533391842336,0.003103448367533189,0.003846324211957829,0.5881588790626611,nan,9.421956804829822,44.71016599471824,2.974052015233232,22565045.030942935,6447155.723126553,1.0,1.0,1.0,12,1.1439942791276978,0.2066741995032078,0.13452589218260042,0.17514732319778473,0.1778929383606663,0.590491569523273,9.590848617007065,213504886150.64172,2.2608093747621156,3.0568519308547257,44.70686379090917,-0.511305130048254,2.352019595414825,15190.248379040802,0.8552743613855288,2.5436304380559474,17.069291148632942,-0.037233915012980845,0.015352802418903641,2.313661301644328e+33,-4.176457253605689,12.201456437208456,44.71016599471824,-0.06562063541601226,0.19109302156166794,6.589629448660141,-1.6549949456100683,2.0075973877959097,4.013263789271171,-0.667831775481579,1.1009554849890094e-05,0.0016254561995251834,-11.416747039483017,2.3238941158922883,9.387604869465827,0.4497262216736466,0.027600933202043213,0.028002191534722283,0.041978394539901376,0.14369019553482806,0.08967203481074036,0.024689965477438524,0.041978394539901376,0.024689965477438524,5,0.041978394539901376,0.024689965477438524,5,0.034931348772499385,0.0007444551834726598,4,0.034931348772499385,0.0007444551834726598,4,0.034931348772499385,0.0007444551834726598,4,0.034931348772499385,0.0007444551834726598,4,0.034931348772499385,0.0007444551834726598,4,0.05000000000000001,10.0,36
10,2.0,2000,0.001,0.05000000000000001,3.1308187311581914e-05,2,2,2,2,0.0,0.0,0.0,0.0,0.05911347185082452,0.04550954208678867,0.8319163543484035,0.03586447002610121,0.08616252874204833,0.980098735759523,5,3225.8253280496215,0.01,0.052774301037862056,0.0025220043256491812,0.0068401644465467,0.6067055258842992,nan,7.768183937589346,42.06039541202808,20.577904330428147,4.9340897102455995e+51,4.52668780756477e+50,0.9,1.0,1.0,12,1.1996481932487522,0.15392278691367464,0.18202834151785033,0.12489379835334674,0.12729884493227714,0.4477449575150299,10.810945652093823,222221112.10226023,2.3805591072046512,3.110650530507484,42.06039541202808,-0.5409588090925596,1.099983256480342,146.09552653695562,0.0952949583069712,1.9609705352129925,8.008939355697917,0.33925552249630936,0.008091023183314042,6692520631372952.0,-4.817000080839313,9.951806271730034,37.76514987300886,-0.016089993394631477,0.22963935420314968,11.837572505266735,-1.4712452259007744,2.0365872648766685,5.679339001787283,-0.7485498284040071,2.590554214800522e-05,0.0016134184196177838,-10.561053629601318,2.1220586008091242,6.464333136829982,0.08926365669446358,0.03752611875049955,0.039889035659041935,0.05911347185082452,0.15488859719065937,0.06773451900938442,0.03586447002610121,0.05911347185082452,0.03586447002610121,5,0.05911347185082452,0.03586447002610121,5,0.05450022870827075,0.004399592845781326,4,0.05450022870827075,0.004399592845781326,4,0.054484521106668515,0.0043919757416847685,3,0.054484521106668515,0.0043919757416847685,3,0.054484521106668515,0.0043919757416847685,3,0.05000000000000001,10.0,37
6,10.0,2000,0.0015,0.05000000000000001,3.1308187311581914e-05,2,2,2,2,0.001,0.001,0.12567235051609346,0.0,0.044821090615312066,0.03549192362185271,0.3524318536678411,0.07685856115511158,0.04704724706051927,0.7896750920492212,5,1884.655956091441,0.01,0.022363328147537935,0.03266362132854905,0.042195382943693745,1.7147856087387279,nan,9.025385907974563,44.71017781090212,3.180533784020739,204124581.3591043,29160654.479872044,1.0,1.0,1.0,12,1.2348337989846967,0.2512646179963604,0.21093638530292225,0.1932700407680089,0.1996524845283524,0.1397657109461804,8.800234289932284,1587732.4963753452,2.1747783449856937,2.566531849731542,18.787344216863893,-0.5754664780107827,2.8709291092894316,18970.905158123125,1.0546357088415395,2.304441961882618,18.510972254529303,-0.12761035941680884,0.018602618406518504,4.707896349539974e+31,-3.984452933626782,12.672687166240523,44.71017781090212,-0.07833158282591814,0.2365375589225115,6.825905587774069,-1.441648272147686,2.067328901192173,3.597525238711018,-0.7517352466315864,9.061025208992536e-06,0.002704950115050893,-11.611528286585793,2.3035152994794124,13.101117265627417,0.5382631353448565,0.030737523886643383,0.030917156363602687,0.044821090615312066,0.03193097820484608,0.03235220182160014,0.07685856115511158,0.044821090615312066,0.07685856115511158,5,0.044821090615312066,0.07685856115511158,5,0.03205717863699295,0.06946489019178205,4,0.03205717863699295,0.06946489019178205,4,0.03205717863699295,0.06946489019178205,4,0.03205717863699295,0.06946489019178205,4,0.03205717863699295,0.06946489019178205,4,0.05000000000000001,10.0,38
10,10.0,2000,0.0015,0.05000000000000001,3.1308187311581914e-05,2,2,2,2,0.001,0.0005,0.07607709152875897,0.0,0.920620143360715,0.9164416808162038,0.5288057794975987,0.9258617271304003,0.918732766170362,0.7010238766676278,4,66.20588863658872,0.01,0.02327861019405499,0.03025920525770909,0.09904226280510356,1.005693535827438,nan,7.935113715762024,44.71017781198593,2.3305917400800924,4.10620873613077e+32,3.3657448656809594e+31,1.0,1.0,1.0,12,1.273238035127183,0.18124484416709824,0.2415632896264529,0.13668244141277772,0.1410015169233559,-0.026443628264418272,9.551640422137108,11610898.65771267,2.256712911693056,2.9356925617899865,20.397785378707482,-0.5310118747667392,2.3396515716880684,329.85734606340054,0.8500020172947524,1.7761179269022362,11.74269850314294,-0.05035531374891243,0.00043448226888984114,2.9575222221514216e+50,-7.741355422170116,18.04193900393391,44.71017781198593,0.15321140613274964,0.14703578246798893,13.056198806546858,-1.9170793036752072,2.1606556680725917,6.391419386342984,-0.4992248352283702,1.3211618764573863e-05,0.002299129709588503,-11.234413906091692,2.2226204371260914,12.569636171787979,0.3881827830370063,0.9142413605108607,0.914463538577036,0.920620143360715,0.914962728501648,0.9153738428790378,0.9258617271304003,0.9306980041448006,0.932617280543845,5,0.920620143360715,0.9258617271304003,4,0.920620143360715,0.9258617271304003,4,0.920620143360715,0.9258617271304003,4,0.920620143360715,0.9258617271304003,4,0.920620143360715,0.9258617271304003,4,0.920620143360715,0.9258617271304003,4,0.05000000000000001,10.0,39
6,50.0,2000,0.0005,0.05000000000000001,3.1308187311581914e-05,2,2,2,2,0.001,0.0,2.925411140864479e-09,0.0,0.06092301519869972,0.061523132188281184,0.4030861208799444,0.058845361917559555,0.05894056770035063,0.4505289736873277,5,1089.0181029881946,0.01,0.014645299380839258,0.015552779989647813,2.5213407884171746,0.965897070682337,nan,8.520087585199766,44.70799828315597,2.327090927764846,279.0318681760264,50.733066941095714,1.0,1.0,1.0,12,1.3917727505026622,0.3031419334426112,0.33057829463561456,0.2052766478143579,0.21318200725374842,-0.4512417056026935,7.92572069668754,4545839.798417563,2.070113255273701,2.1370616669973455,25.39155329804626,-0.6421377425592191,3.340357021509648,3073.5090965050827,1.2060776939435542,1.8682977377319017,14.660140223345168,-0.23845912946074674,0.008506138327760938,7.104536104501735e+29,-4.766967219908022,11.093166170400368,44.70799828315597,-0.018944758861436484,0.15925271565725602,12.641860159133525,-1.8372629318824452,2.303442899186733,5.396024623507852,-0.502929480943748,3.442696249892108e-06,0.0005801355141538006,-12.579255600011454,2.4852516772494524,7.463463987906302,0.8882901884937382,0.040930062767044945,0.0827163185990989,0.06092301519869972,0.05874986080111766,0.059226480382374665,0.058845361917559555,0.06092301519869972,0.058845361917559555,5,0.06092301519869972,0.058845361917559555,5,0.06092301519869972,0.058845361917559555,5,0.04714069454391393,0.045037891873871576,4,0.04714069454391393,0.045037891873871576,4,0.04714069454391393,0.045037891873871576,4,0.04714069454391393,0.045037891873871576,4,0.05000000000000001,10.0,40
10,50.0,2000,0.0005,0.05000000000000001,3.1308187311581914e-05,2,2,2,2,0.0,0.0,0.0,0.0,0.9781386146043725,0.9778960944665863,0.382546500727289,0.9782972825647823,0.9781588208867128,0.42906289696380306,4,40.1643040132751,0.01,0.01851739875427046,0.020818959405367786,0.15504746089772561,1.0001622141872746,nan,8.178011027142212,44.67024754749672,2.421804270280347,934.9930741229954,102.74649166186762,1.0,1.0,1.0,12,1.276377836416608,0.1957370431719176,0.24402625113503512,0.14576474983777207,0.15169396055543888,-0.04169280423654264,10.04486463422049,5159730.106646176,2.3070615222398585,2.8149243009166227,29.172448461595053,-0.5716801055707464,2.955361742923281,665.1885569904452,1.0836210605986043,1.8247086420969791,13.912047190678145,-0.17704526153656053,0.00046724775125402216,1.352260550786222e+33,-7.668650924365657,18.57197155591808,44.67024754749672,0.1449241044896972,0.12361318657517538,6.79729902060836,-2.0905980521478345,2.274838185179276,4.027585086381054,-0.3978894970654031,7.606030585962834e-06,0.0009158665787601252,-11.786569127172204,2.317234216053262,7.870178070729179,0.6106151023477389,0.9777665204151891,0.9777831483801972,0.9781386146043725,0.9780836132787235,0.9780955668166327,0.9782972825647823,0.9833138021393524,0.983027154331045,5,0.9781386146043725,0.9782972825647823,4,0.9781386146043725,0.9782972825647823,4,0.9781386146043725,0.9782972825647823,4,0.9781386146043725,0.9782972825647823,4,0.9781386146043725,0.9782972825647823,4,0.9781386146043725,0.9782972825647823,4,0.05000000000000001,10.0,41
6,2.0,2000,0.0005,0.05000000000000001,8.305908080179163e-06,2,2,2,2,0.0055,0.0005,4.618031673455168e-05,0.0,0.0377135428698062,0.030385159930065343,0.5491297995455385,0.020648903585602823,0.043421910355135984,0.8726058931280902,5,1827.3944846119055,0.01,0.0390581055991732,0.0013938754473077624,0.0010590879285235753,0.5475195914869754,nan,10.527361428521116,44.71013730404585,3.4113489346259662,341197.9583996302,136479.1833598521,0.8333333333333334,1.0,1.0,12,1.1133772474780532,0.28850730452202056,0.10739796138517431,0.24112533176385295,0.25155849586067225,0.6959742131032893,14.243049150861989,1.1942129898122557e+17,2.6562690088249608,4.103659078567361,44.71013730404585,-0.21976566610425433,3.019449527759827,1965695696948.241,1.1050745391963501,3.7697948519697495,44.70854601130061,-0.13764877094969455,0.031815751007136545,4.632181276593584e+18,-3.447793797134007,9.570431116395538,43.749826272010885,-0.032188126460764646,0.2510843317289472,6.828071120244047,-1.3819664132961433,2.262120167312521,3.0774119680141583,-0.7133864432034389,4.534157613213668e-06,0.004755319575488154,-12.30387124397461,2.510556818706966,15.338873358832137,0.24111295150540646,0.026645197965193837,0.026796738955196,0.0377135428698062,0.062300608836278006,0.04731621864352712,0.020648903585602823,0.0377135428698062,0.020648903585602823,5,0.0377135428698062,0.020648903585602823,5,0.03145850655262202,0.0008575560308997648,4,0.03145850655262202,0.0008575560308997648,4,0.03145850655262202,0.0008575560308997648,4,0.03145850655262202,0.0008575560308997648,4,0.03145850655262202,0.0008575560308997648,4,0.05000000000000001,10.0,42
10,2.0,2000,0.0005,0.05000000000000001,8.305908080179163e-06,2,2,2,2,0.001,0.0,2.0926468149494036e-09,0.0,0.9899826699916892,0.9894986823661694,0.2811164222048697,0.9900356716405446,0.989308602751076,0.3193657418938416,4,29.7353502685063,0.01,0.013276549080169732,0.014115358252164902,0.8621745096058575,1.000053537956231,nan,8.421114197300877,44.71017781218564,2.4072240228791895,5.4735231982004e+66,7.202004208158422e+65,1.0,1.0,1.0,12,1.3121297379445114,0.2175776983494296,0.2716515712614744,0.15638518999222784,0.16374965610286907,0.022786065339653747,8.950999857457896,846635.8659675037,2.191765241964089,2.700640808578904,16.008780567677707,-0.16193919702908804,4.197098979836264,486.9945767678413,1.434393567546388,1.880240029113445,8.192331640579493,-0.45112679409134177,9.789408224935192e-05,1.8372362207061718e+57,-9.231624457145992,22.22258816344089,44.71017781218564,0.24640588092982743,0.10510232220306631,10.30377969457955,-2.2528209061666726,2.285557168632599,5.735384593440207,-0.32504606648355533,3.2582209716480106e-06,0.0007163655138094322,-12.634329225760258,2.37704060101012,10.644134020394578,0.393676803782168,0.9890285012333183,0.9894848758735005,0.9899826699916892,0.9879572167848486,0.9899329198278347,0.9900356716405446,0.992792373090582,0.9927692998023679,5,0.9899826699916892,0.9900356716405446,4,0.9899826699916892,0.9900356716405446,4,0.9899826699916892,0.9900356716405446,4,0.9899826699916892,0.9900356716405446,4,0.9899826699916892,0.9900356716405446,4,0.9899826699916892,0.9900356716405446,4,0.05000000000000001,10.0,43
6,10.0,2000,0.001,0.05000000000000001,8.305908080179163e-06,2,2,2,2,0.0005,0.0,3.212237612082571e-10,0.0,0.03957415968942342,0.06504890718928397,0.300949923016708,0.03810622896289006,0.04052154681798184,0.3331239749517967,5,1248.1098889484397,0.01,0.014271595531336766,0.015094962262246577,1.5224117798390955,0.9629068377432742,nan,8.85062479764932,44.710177519773566,2.1827312582014042,2.5891870184619252e+141,7.397677195605501e+140,1.0,1.0,1.0,12,1.3664179616018826,0.32267602563695175,0.31219268916621196,0.21925691421814839,0.23039451045479725,-0.1686501649413425,7.90171990211593,93628.23419555632,2.0670804449063813,2.1291751404352945,19.003159222909808,-0.14684316053193594,3.662980083280679,72314.63023518382,1.2982770465120834,1.915809071390495,41.318780363756034,-0.37170203756525966,0.008898613847845807,2.0471024575338687e+30,-4.721859761806989,10.306550898939552,44.710177519773566,0.09372793353339955,0.1473983841843198,24.09740190234588,-1.914616261401505,2.4147954219360863,7.829546278099724,-0.4477050115018399,2.2943088749610038e-06,0.0006693832911655429,-12.985078903612509,2.5750147814898896,9.859697078994962,0.4996225393991628,0.10433099007475703,0.051241571803671455,0.03957415968942342,0.047768989415551334,0.03568942207550413,0.03810622896289006,0.03957415968942342,0.03810622896289006,5,0.03957415968942342,0.03810622896289006,5,0.02643670881682981,0.02493778785446543,4,0.02643670881682981,0.02493778785446543,4,0.02643670881682981,0.02493778785446543,4,0.02643670881682981,0.02493778785446543,4,0.02643670881682981,0.02493778785446543,4,0.05000000000000001,10.0,44
10,10.0,2000,0.0015,0.05000000000000001,8.305908080179163e-06,2,2,2,2,0.0005,0.0005,0.2685770627029263,0.0,0.9878199168914993,0.9875124150386166,0.24226196159499475,0.9878648720954069,0.9878245700628389,0.27562701165002146,4,30.98581531634887,0.01,0.0134484663540509,0.014313927621309551,0.7017527547072007,1.000045509513565,nan,8.428822462679266,43.68822739216717,2.2441448015608296,7.819601267925874e+21,1.0288949036744572e+21,1.0,1.0,1.0,12,1.307217650111145,0.221700258987121,0.2679009472594553,0.1585002522946909,0.1674099937948713,0.046145208310063655,9.732702624301123,648543671.8052242,2.2754916196334163,2.7703470077203134,43.350921453671766,-0.1880869003855807,4.020057014124914,444.46156642130154,1.3912960851484952,1.8226730523230636,9.347788010779494,-0.44172989392261003,6.312895714317003e-05,2.282263490990122e+34,-9.67033098491697,21.701623009174032,43.68822739216717,0.2725364337139267,0.10403310475119434,11.462011780479713,-2.2630461155768784,2.2527176272814264,6.68505129910045,-0.32524544980869,3.2304206532465754e-06,0.0007160779971602733,-12.642898196006042,2.315045234858298,10.97809816598483,0.4079206325183081,0.9872500183522237,0.987467309872127,0.9878199168914993,0.9877327785835223,0.9878760595095871,0.9878648720954069,0.9906616201825069,0.9906283075523123,5,0.9878199168914993,0.9878648720954069,4,0.9878199168914993,0.9878648720954069,4,0.9878199168914993,0.9878648720954069,4,0.9878199168914993,0.9878648720954069,4,0.9878199168914993,0.9878648720954069,4,0.9878199168914993,0.9878648720954069,4,0.05000000000000001,10.0,45
